top,buttom,step_percent,期末账户总值,账户总额,总收益率,年化收益率,每年年化收益率,夏普比率,最大回撤,最大回撤期间,SQN,策略评价(根据SQN),交易次数,胜率,败率,阿尔法,贝塔,信息比例,策略波动率,欧米伽,夏普值,sortino,calmar
20,10,0.05,20000.0,20000.0,0.24714593550785524,0.29350886674917015,"OrderedDict([(2024, 0.28036594999999975)])",,30.28010820044955,398,2.218599425150554,平均水平,4,0.75,0.0,0.0,1.0000000000000002,,0.37065062627129003,0.14139691009311117,0.05495231892108518,inf,1.0282830719802423
20,10,0.060000000000000005,20000.0,20000.0,0.2692226915960265,0.32358980718374686,"OrderedDict([(2024, 0.30894659999999985)])",,29.747615625898433,396,2.012735352811624,平均水平,4,0.75,0.0,0.0,1.0,,0.3596773537889896,0.1439062046174016,0.06005730393534034,inf,1.1654403774858884
20,10,0.07,20000.0,20000.0,0.2468329291255005,0.29308732848501756,"OrderedDict([(2024, 0.2799652500000003)])",,26.581162945560237,394,2.19488496190026,平均水平,4,0.75,0.0,0.0,1.0,,0.3055329060269957,0.11636680031289245,0.06235050711049882,inf,1.1882449914026214
20,10,0.08000000000000002,20000.0,20000.0,0.2472368428841966,0.2936313211125701,"OrderedDict([(2024, 0.2804823500000002)])",,23.207388401696775,394,3.6212259730289813,优秀,3,0.6666666666666666,0.0,0.0,1.0,,0.26565873998870554,0.09555970125204839,0.06920580718014388,inf,1.3859523721527054
20,10,0.09000000000000001,20000.0,20000.0,0.23616642439811789,0.27880412970138624,"OrderedDict([(2024, 0.26638505000000023)])",,19.778683179226558,394,2.2256147312899426,平均水平,3,0.6666666666666666,0.0,0.0,1.0000000000000002,,0.2408379316848169,0.07832612468273918,0.07173903267225178,inf,1.5353318953210207
20,10,0.1,20000.0,20000.0,0.22899483909200355,0.26928967852174324,"OrderedDict([(2024, 0.2573355500000003)])",,17.098808792136122,394,2.7171218202812746,良好,3,0.6666666666666666,0.0,0.0,1.0,,0.2069529673996387,0.0588855493023001,0.07897354890046147,inf,1.71351067283235
