股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
中证畜牧,930707,2021-02-26,3798.92,3792.08,3842.05,3750.87,6190749,14991370496.0,0.0,0.0,0.0,1.36
中证畜牧,930707,2021-03-01,3810.11,3852.19,3859.3,3798.15,6304455,13747958272.0,1.61,1.59,60.11,1.38
中证畜牧,930707,2021-03-02,3866.7,3812.97,3866.7,3780.93,5306727,10703759872.0,2.23,-1.02,-39.22,1.16
中证畜牧,930707,2021-03-03,3807.89,3873.82,3873.9,3807.89,5035028,9648185088.0,1.73,1.6,60.85,1.1
中证畜牧,930707,2021-03-04,3859.06,3812.5,3859.06,3796.15,5587773,10878597632.0,1.62,-1.58,-61.32,1.23
中证畜牧,930707,2021-03-05,3742.5,3777.82,3799.84,3735.64,5291480,11390648320.0,1.68,-0.91,-34.68,1.16
中证畜牧,930707,2021-03-08,3806.47,3660.79,3848.27,3660.32,6142562,12663206400.0,4.98,-3.1,-117.03,1.35
中证畜牧,930707,2021-03-09,3647.57,3571.3,3655.55,3523.56,5675616,11361266688.0,3.61,-2.44,-89.49,1.24
中证畜牧,930707,2021-03-10,3608.5,3561.12,3621.41,3558.59,4139293,7814629632.0,1.76,-0.29,-10.18,0.91
中证畜牧,930707,2021-03-11,3573.61,3601.48,3604.04,3530.49,3796362,7434102016.0,2.07,1.13,40.36,0.83
中证畜牧,930707,2021-03-12,3606.95,3609.88,3609.94,3530.13,4068348,7391021056.0,2.22,0.23,8.4,0.89
中证畜牧,930707,2021-03-15,3575.77,3536.93,3584.76,3503.8,4074269,10145454848.0,2.24,-2.02,-72.95,0.89
中证畜牧,930707,2021-03-16,3545.79,3542.48,3562.92,3516.96,3360389,7688873216.0,1.3,0.16,5.55,0.74
中证畜牧,930707,2021-03-17,3580.27,3619.88,3632.08,3563.42,4686110,9855800576.0,1.94,2.18,77.4,1.03
中证畜牧,930707,2021-03-18,3612.41,3600.44,3612.41,3576.38,3566016,6889690880.0,1.0,-0.54,-19.44,0.78
中证畜牧,930707,2021-03-19,3562.98,3541.45,3575.59,3526.65,3337648,7262496000.0,1.36,-1.64,-58.99,0.73
中证畜牧,930707,2021-03-22,3529.72,3598.11,3600.82,3501.39,4131054,7774828544.0,2.81,1.6,56.66,0.91
中证畜牧,930707,2021-03-23,3603.75,3567.33,3612.45,3550.75,4265730,7816005376.0,1.71,-0.86,-30.78,0.94
中证畜牧,930707,2021-03-24,3560.47,3565.06,3578.51,3540.23,3468259,6832615424.0,1.07,-0.06,-2.27,0.76
中证畜牧,930707,2021-03-25,3568.36,3548.66,3582.61,3543.83,4131848,7988805888.0,1.09,-0.46,-16.4,0.91
中证畜牧,930707,2021-03-26,3543.68,3541.97,3561.12,3515.92,3866592,7738995968.0,1.27,-0.19,-6.69,0.85
中证畜牧,930707,2021-03-29,3547.27,3528.96,3573.98,3522.22,3963390,7835339520.0,1.46,-0.37,-13.01,0.87
中证畜牧,930707,2021-03-30,3523.59,3543.78,3558.21,3504.21,3557909,6763921664.0,1.53,0.42,14.82,0.78
中证畜牧,930707,2021-03-31,3533.41,3513.23,3543.66,3494.89,3336290,5645197824.0,1.38,-0.86,-30.55,0.73
中证畜牧,930707,2021-04-01,3510.35,3508.83,3520.64,3479.68,3860208,7207250432.0,1.17,-0.13,-4.4,0.85
中证畜牧,930707,2021-04-02,3514.45,3542.17,3545.66,3499.34,3527838,6582758656.0,1.32,0.95,33.34,0.77
中证畜牧,930707,2021-04-06,3537.55,3522.88,3537.55,3500.5,3041575,5349564928.0,1.05,-0.54,-19.29,0.67
中证畜牧,930707,2021-04-07,3526.94,3523.92,3538.85,3488.15,3408640,6352251136.0,1.44,0.03,1.04,0.75
中证畜牧,930707,2021-04-08,3515.03,3499.64,3515.09,3491.82,3492159,5861700096.0,0.66,-0.69,-24.28,0.77
中证畜牧,930707,2021-04-09,3497.78,3468.41,3503.9,3451.34,3458249,6018647808.0,1.5,-0.89,-31.23,0.76
中证畜牧,930707,2021-04-12,3470.36,3433.5,3498.37,3420.15,4392598,7372310016.0,2.26,-1.01,-34.91,0.96
