date,time,code,open,high,low,close,volume,amount,adjustflag
2024-06-17,20240617103000000,sz.399998,2486.7700,2498.1400,2463.8900,2468.2800,307119300,2766169920.0000,3
2024-06-17,20240617113000000,sz.399998,2468.2800,2471.1800,2436.8300,2440.1400,225707300,1942324992.0000,3
2024-06-17,20240617140000000,sz.399998,2441.0400,2442.4100,2427.9600,2433.8700,181228400,1909932544.0000,3
2024-06-17,20240617150000000,sz.399998,2433.8700,2436.5700,2429.7900,2436.5700,176089200,1713798144.0000,3
2024-06-18,20240618103000000,sz.399998,2436.6000,2444.6300,2412.3100,2434.3400,280324800,2428118336.0000,3
2024-06-18,20240618113000000,sz.399998,2434.3400,2439.8500,2426.4200,2431.3600,134362200,893055488.0000,3
2024-06-18,20240618140000000,sz.399998,2431.4500,2444.2400,2426.9600,2433.8000,126660600,1063158528.0000,3
2024-06-18,20240618150000000,sz.399998,2433.8000,2436.9700,2428.3500,2434.8300,118461900,1048040960.0000,3
2024-06-19,20240619103000000,sz.399998,2423.3500,2456.3300,2422.9800,2436.7900,290530100,2424749824.0000,3
2024-06-19,20240619113000000,sz.399998,2436.7900,2441.1100,2418.9900,2421.3400,143428600,1167991552.0000,3
2024-06-19,20240619140000000,sz.399998,2420.3100,2426.0500,2415.7300,2420.6900,114952300,1045277696.0000,3
2024-06-19,20240619150000000,sz.399998,2420.6900,2420.9200,2413.7400,2417.4600,120874500,1047334400.0000,3
2024-06-20,20240620103000000,sz.399998,2414.9600,2449.1300,2413.8400,2445.9200,374876500,3163198816.0000,3
2024-06-20,20240620113000000,sz.399998,2445.9200,2445.9200,2425.8700,2429.0400,131025700,1056536320.0000,3
2024-06-20,20240620140000000,sz.399998,2428.0400,2447.7900,2427.5100,2446.9500,117738500,1307841280.0000,3
2024-06-20,20240620150000000,sz.399998,2446.9500,2450.5400,2430.4300,2436.4400,170826100,1424424448.0000,3
2024-06-21,20240621103000000,sz.399998,2428.5000,2438.3500,2406.0100,2428.7800,297907800,2303402592.0000,3
2024-06-21,20240621113000000,sz.399998,2428.7800,2430.1900,2402.5800,2403.0500,118371200,1206203392.0000,3
2024-06-21,20240621140000000,sz.399998,2403.5200,2415.9500,2393.6300,2414.6200,127954000,1049209088.0000,3
2024-06-21,20240621150000000,sz.399998,2414.6200,2416.2600,2407.9400,2414.9500,139022400,1014376448.0000,3
2024-06-24,20240624103000000,sz.399998,2403.5500,2412.9100,2340.3900,2347.7700,477269200,3354628064.0000,3
2024-06-24,20240624113000000,sz.399998,2347.7700,2353.7900,2340.2500,2350.1300,222986700,1483255296.0000,3
2024-06-24,20240624140000000,sz.399998,2350.0300,2366.8000,2346.4000,2358.8600,148267200,1164208640.0000,3
2024-06-24,20240624150000000,sz.399998,2358.8600,2366.5100,2349.5400,2351.3000,189177100,1376796160.0000,3
2024-06-25,20240625103000000,sz.399998,2354.8400,2357.2100,2333.9900,2349.5000,314432200,2060543936.0000,3
2024-06-25,20240625113000000,sz.399998,2349.5000,2352.1600,2336.1200,2337.1900,121287800,892990208.0000,3
2024-06-25,20240625140000000,sz.399998,2337.1100,2365.3100,2335.5700,2352.7200,194175600,1207590144.0000,3
2024-06-25,20240625150000000,sz.399998,2352.7200,2352.7200,2334.8800,2347.0200,248905000,1376642816.0000,3
2024-06-26,20240626103000000,sz.399998,2343.5400,2353.0000,2315.7700,2316.9800,372422600,2114242016.0000,3
2024-06-26,20240626113000000,sz.399998,2316.9800,2323.9900,2312.2600,2315.7000,161974400,1067678464.0000,3
2024-06-26,20240626140000000,sz.399998,2316.8100,2329.7900,2316.2200,2326.5100,158796100,1272138240.0000,3
2024-06-26,20240626150000000,sz.399998,2326.5100,2349.6400,2325.0000,2348.3500,240614900,1601951744.0000,3
2024-06-27,20240627103000000,sz.399998,2345.7800,2356.3200,2329.5500,2330.2500,568593000,2514850112.0000,3
2024-06-27,20240627113000000,sz.399998,2330.2500,2344.0200,2324.3900,2342.2800,152728600,1189639936.0000,3
2024-06-27,20240627140000000,sz.399998,2340.9900,2344.2900,2326.5700,2327.1600,111493400,1087994112.0000,3
