股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
龙头家电,980028,2019-12-13,10017.53,10152.08,10172.42,9881.88,11296436,12312285811.0,0.0,0.0,0.0,2.72
龙头家电,980028,2019-12-16,10169.02,10240.6,10246.58,10152.08,18689406,14245776689.0,0.93,0.87,88.52,4.5
龙头家电,980028,2019-12-17,10246.43,10347.27,10417.71,10210.28,18674170,14813339419.0,2.03,1.04,106.67,4.5
龙头家电,980028,2019-12-18,10375.13,10339.65,10503.33,10308.6,14138147,13145447331.0,1.88,-0.07,-7.62,3.4
龙头家电,980028,2019-12-19,10352.9,10384.19,10431.6,10334.6,12075850,10294634670.0,0.94,0.43,44.54,2.91
龙头家电,980028,2019-12-20,10405.1,10317.39,10440.42,10317.39,11269272,10054665719.0,1.18,-0.64,-66.8,2.71
龙头家电,980028,2019-12-23,10390.68,10269.39,10446.91,10264.73,11654565,11057045862.0,1.77,-0.47,-48.0,2.81
龙头家电,980028,2019-12-24,10292.45,10342.81,10346.8,10258.59,8052263,7262699938.0,0.86,0.71,73.42,1.94
龙头家电,980028,2019-12-25,10344.46,10307.2,10398.38,10275.56,8751890,7633602324.0,1.19,-0.34,-35.61,2.11
龙头家电,980028,2019-12-26,10337.31,10438.39,10438.39,10303.51,10688486,8568672336.0,1.31,1.27,131.19,2.57
龙头家电,980028,2019-12-27,10465.09,10337.84,10503.73,10328.96,9442739,8900258029.0,1.67,-0.96,-100.55,2.27
龙头家电,980028,2019-12-30,10315.8,10457.75,10492.21,10240.68,8550055,8876022132.0,2.43,1.16,119.91,2.06
龙头家电,980028,2019-12-31,10437.52,10476.19,10497.2,10389.86,6757465,6892128328.0,1.03,0.18,18.44,1.63
龙头家电,980028,2020-01-02,10542.86,10776.31,10795.98,10476.19,10996358,12722726009.0,3.05,2.86,300.12,2.65
龙头家电,980028,2020-01-03,10819.2,10618.38,10827.01,10604.31,10305034,11259873542.0,2.07,-1.47,-157.93,2.48
龙头家电,980028,2020-01-06,10538.64,10472.45,10618.38,10347.66,10449969,12005094269.0,2.55,-1.37,-145.93,2.52
龙头家电,980028,2020-01-07,10509.84,10641.35,10652.58,10472.45,9875311,10638071824.0,1.72,1.61,168.9,2.38
龙头家电,980028,2020-01-08,10545.35,10730.44,10857.36,10543.29,6142858,9695530647.0,2.95,0.84,89.09,1.48
龙头家电,980028,2020-01-09,10845.87,10911.62,10971.34,10730.44,5959745,9136212523.0,2.25,1.69,181.18,1.43
龙头家电,980028,2020-01-10,10962.53,10962.59,11001.79,10892.5,5942858,8047523635.0,1.0,0.47,50.97,1.43
龙头家电,980028,2020-01-13,10980.47,11050.35,11052.01,10934.7,4994635,7917092508.0,1.07,0.8,87.76,1.2
龙头家电,980028,2020-01-14,11088.86,11023.32,11113.57,11011.03,4545777,6690096502.0,0.93,-0.24,-27.03,1.09
龙头家电,980028,2020-01-15,11003.87,10952.06,11023.32,10887.32,5652790,7772456960.0,1.23,-0.65,-71.26,1.36
龙头家电,980028,2020-01-16,10978.82,10847.07,10978.82,10818.48,4692600,7971240704.0,1.46,-0.96,-104.99,1.13
龙头家电,980028,2020-01-17,10888.94,10891.38,10958.27,10842.45,4068111,6844645888.0,1.07,0.41,44.31,0.98
龙头家电,980028,2020-01-20,10892.43,10978.41,10978.54,10831.9,4080046,6674802432.0,1.35,0.8,87.03,0.98
龙头家电,980028,2020-01-21,10927.24,10774.01,10978.41,10744.91,4226960,7760247040.0,2.13,-1.86,-204.4,1.02
龙头家电,980028,2020-01-22,10702.74,10765.32,10802.26,10539.1,4452845,8443954432.0,2.44,-0.08,-8.69,1.07
龙头家电,980028,2020-01-23,10659.17,10288.75,10765.32,10211.56,5772630,11509657088.0,5.14,-4.43,-476.57,1.39
龙头家电,980028,2020-02-03,9271.6,9340.66,10288.75,9260.61,4020348,13066284800.0,9.99,-9.21,-948.09,0.97
龙头家电,980028,2020-02-04,9191.83,9595.15,9604.86,9191.83,6463771,11188184576.0,4.42,2.72,254.49,1.56
龙头家电,980028,2020-02-05,9621.35,9742.97,9848.01,9582.88,5678506,10189494016.0,2.76,1.54,147.82,1.37
龙头家电,980028,2020-02-06,9794.53,9916.25,9947.83,9664.5,5925181,10183853568.0,2.91,1.78,173.28,1.43
龙头家电,980028,2020-02-07,9880.06,9909.67,9916.25,9750.47,5461667,9161500928.0,1.67,-0.07,-6.58,1.32
龙头家电,980028,2020-02-10,9885.92,10034.05,10044.04,9807.64,5536907,8470898176.0,2.39,1.26,124.38,1.33
龙头家电,980028,2020-02-11,10070.42,10186.12,10248.6,10034.05,6485958,11010713088.0,2.14,1.52,152.07,1.56
龙头家电,980028,2020-02-12,10164.46,10264.86,10276.14,10112.87,4972559,7701546240.0,1.6,0.77,78.74,1.2
龙头家电,980028,2020-02-13,10269.76,10158.79,10318.27,10137.22,5021304,8632309504.0,1.76,-1.03,-106.07,1.21
龙头家电,980028,2020-02-14,10134.8,10162.7,10238.38,10088.3,3802763,6443152128.0,1.48,0.04,3.91,0.92
龙头家电,980028,2020-02-17,10141.25,10343.51,10343.51,10126.95,5280503,9247724032.0,2.13,1.78,180.81,1.27
龙头家电,980028,2020-02-18,10344.96,10362.08,10366.52,10212.22,6335103,10126627072.0,1.49,0.18,18.57,1.53
龙头家电,980028,2020-02-19,10332.35,10265.74,10382.84,10256.58,5754099,8745593856.0,1.22,-0.93,-96.34,1.39
龙头家电,980028,2020-02-20,10299.72,10567.51,10567.51,10265.74,7113972,11616060672.0,2.94,2.94,301.77,1.71
龙头家电,980028,2020-02-21,10557.87,10531.66,10614.86,10474.79,8351722,12020809728.0,1.33,-0.34,-35.85,2.01
龙头家电,980028,2020-02-24,10473.14,10472.83,10531.66,10347.29,8243424,13419743232.0,1.75,-0.56,-58.83,1.98
龙头家电,980028,2020-02-25,10282.27,10338.6,10472.83,10109.05,7893706,12809799936.0,3.47,-1.28,-134.23,1.9
龙头家电,980028,2020-02-26,10191.04,10284.69,10429.53,10153.2,6500614,11252468480.0,2.67,-0.52,-53.91,1.57
龙头家电,980028,2020-02-27,10295.04,10346.99,10397.89,10265.47,5281327,8677848832.0,1.29,0.61,62.3,1.27
龙头家电,980028,2020-02-28,10075.87,9918.68,10346.99,9856.87,7817236,10752438016.0,4.74,-4.14,-428.31,1.88
龙头家电,980028,2020-03-02,9923.0,10239.28,10301.6,9907.26,6889058,9874310400.0,3.98,3.23,320.6,1.66
龙头家电,980028,2020-03-03,10358.53,10280.63,10394.98,10188.67,7124416,9741422848.0,2.01,0.4,41.35,1.72
