股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
光伏产业,931151,2020-12-21,3301.4,3373.85,3385.05,3290.24,26011305,43608129536.0,0.0,0.0,0.0,2.34
光伏产业,931151,2020-12-22,3357.6,3297.08,3411.81,3291.19,25724652,43561990912.0,3.58,-2.28,-76.77,2.31
光伏产业,931151,2020-12-23,3344.3,3487.9,3534.47,3344.3,33935345,52802262784.0,5.77,5.79,190.82,3.05
光伏产业,931151,2020-12-24,3482.44,3463.18,3522.39,3434.69,28687815,39956004352.0,2.51,-0.71,-24.72,2.58
光伏产业,931151,2020-12-25,3458.35,3619.27,3623.71,3456.91,37604473,48893994752.0,4.82,4.51,156.09,3.38
光伏产业,931151,2020-12-28,3629.67,3615.06,3646.88,3556.22,41192044,50581578496.0,2.5,-0.12,-4.21,3.7
光伏产业,931151,2020-12-29,3586.74,3399.52,3586.74,3391.36,38567976,53317455360.0,5.4,-5.96,-215.54,3.47
光伏产业,931151,2020-12-30,3432.62,3472.16,3505.31,3432.62,29952381,43455438592.0,2.14,2.14,72.64,2.69
光伏产业,931151,2020-12-31,3517.6,3552.68,3583.63,3491.74,31063133,44866225920.0,2.65,2.32,80.52,2.79
光伏产业,931151,2021-01-04,3561.41,3745.55,3792.97,3550.85,34453503,59197300992.0,6.82,5.43,192.87,3.1
光伏产业,931151,2021-01-05,3715.02,3750.39,3811.31,3698.34,35491542,57541635072.0,3.02,0.13,4.84,3.19
光伏产业,931151,2021-01-06,3745.44,3745.42,3761.39,3677.99,29108096,47769175040.0,2.22,-0.13,-4.97,2.62
光伏产业,931151,2021-01-07,3788.07,3894.25,3940.63,3759.77,32812529,60186121472.0,4.83,3.97,148.83,2.95
光伏产业,931151,2021-01-08,3913.81,3810.83,3915.07,3740.08,30330327,61010966272.0,4.49,-2.14,-83.42,2.73
光伏产业,931151,2021-01-11,3795.14,3654.92,3795.14,3623.58,34042175,57202686208.0,4.5,-4.09,-155.91,3.06
光伏产业,931151,2021-01-12,3642.01,3784.13,3785.31,3629.73,25215144,48412943104.0,4.26,3.54,129.21,2.27
光伏产业,931151,2021-01-13,3773.53,3753.64,3869.23,3716.56,28717873,52705473536.0,4.03,-0.81,-30.49,2.58
