股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
中证煤炭,399998,2016-01-04,1532.73,1421.77,1537.18,1421.23,5480952,4050504064.0,7.55,-7.46,-114.56,0.54
中证煤炭,399998,2016-01-05,1382.7,1436.38,1446.01,1376.18,7118159,4945743872.0,4.91,1.03,14.61,0.71
中证煤炭,399998,2016-01-06,1438.0,1563.29,1563.37,1435.99,14219880,10576630784.0,8.87,8.84,126.91,1.41
中证煤炭,399998,2016-01-07,1561.31,1454.53,1568.49,1454.17,7249096,5319379712.0,7.31,-6.96,-108.76,0.72
中证煤炭,399998,2016-01-08,1510.28,1573.34,1580.99,1479.07,18334545,14222705152.0,7.01,8.17,118.81,1.82
中证煤炭,399998,2016-01-11,1566.03,1483.95,1577.2,1479.13,19873828,14005185536.0,6.23,-5.68,-89.39,1.97
中证煤炭,399998,2016-01-12,1450.96,1450.87,1476.21,1394.55,11904619,8150479360.0,5.5,-2.23,-33.08,1.18
中证煤炭,399998,2016-01-13,1441.28,1425.25,1508.89,1425.25,11685214,8134734848.0,5.76,-1.77,-25.62,1.16
中证煤炭,399998,2016-01-14,1364.11,1472.65,1496.28,1346.53,11959860,8047467264.0,10.51,3.33,47.4,1.19
中证煤炭,399998,2016-01-15,1447.8,1391.87,1462.9,1375.14,10480542,7120387840.0,5.96,-5.49,-80.78,1.04
中证煤炭,399998,2016-01-18,1357.8,1361.29,1385.72,1333.94,7528423,4870985472.0,3.72,-2.2,-30.58,0.75
中证煤炭,399998,2016-01-19,1359.53,1401.11,1402.4,1354.73,8231891,5558312192.0,3.5,2.93,39.82,0.82
中证煤炭,399998,2016-01-20,1390.6,1374.07,1396.8,1357.63,7765229,5229104128.0,2.8,-1.93,-27.04,0.77
中证煤炭,399998,2016-01-21,1358.72,1348.03,1410.77,1347.19,8765719,5854426624.0,4.63,-1.9,-26.04,0.87
中证煤炭,399998,2016-01-22,1385.13,1395.83,1417.83,1365.35,9304652,6259158528.0,3.89,3.55,47.8,0.92
中证煤炭,399998,2016-01-25,1422.82,1442.91,1462.31,1412.59,11745533,8154635520.0,3.56,3.37,47.08,1.16
中证煤炭,399998,2016-01-26,1414.82,1333.07,1418.42,1330.14,8647200,5741273088.0,6.12,-7.61,-109.84,0.86
中证煤炭,399998,2016-01-27,1340.59,1366.6,1379.54,1311.98,10215950,6757417728.0,5.07,2.52,33.53,1.01
中证煤炭,399998,2016-01-28,1346.39,1305.95,1372.48,1305.48,7199408,4746166528.0,4.9,-4.44,-60.65,0.71
中证煤炭,399998,2016-01-29,1300.27,1336.72,1347.61,1281.35,6660517,4294894512.0,5.07,2.36,30.77,0.66
中证煤炭,399998,2016-02-01,1335.3,1277.99,1340.95,1255.48,7094634,4444581120.0,6.39,-4.39,-58.73,0.7
中证煤炭,399998,2016-02-02,1275.39,1303.34,1303.34,1274.43,5352589,3321656368.0,2.26,1.98,25.35,0.53
中证煤炭,399998,2016-02-03,1281.92,1280.4,1284.85,1255.81,5301896,3277662720.0,2.23,-1.76,-22.94,0.53
中证煤炭,399998,2016-02-04,1289.94,1296.21,1308.01,1286.42,5364955,3385829488.0,1.69,1.23,15.81,0.53
中证煤炭,399998,2016-02-05,1296.59,1294.34,1305.85,1291.17,4187224,2597918656.0,1.13,-0.14,-1.87,0.41
中证煤炭,399998,2016-02-15,1257.51,1297.54,1306.32,1255.84,4916593,2979824048.0,3.9,0.25,3.2,0.49
中证煤炭,399998,2016-02-16,1298.94,1343.33,1350.86,1298.32,8520474,5606769664.0,4.05,3.53,45.79,0.84
中证煤炭,399998,2016-02-17,1333.81,1358.0,1364.61,1331.11,8974346,6131488000.0,2.49,1.09,14.67,0.89
中证煤炭,399998,2016-02-18,1361.77,1363.38,1407.13,1359.91,9694800,6706930944.0,3.48,0.4,5.38,0.96
