股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
中证基建,930608,2021-04-14,8140.43,8205.71,8211.03,8140.39,10849648,9744138752.0,0.0,0.0,0.0,0.45
中证基建,930608,2021-04-15,8194.26,8170.77,8194.26,8118.36,10188493,9557733888.0,0.92,-0.43,-34.94,0.42
中证基建,930608,2021-04-16,8208.87,8255.55,8269.17,8184.64,11680362,10752320000.0,1.03,1.04,84.78,0.48
中证基建,930608,2021-04-19,8253.67,8341.78,8342.31,8228.81,13896414,13549444864.0,1.37,1.04,86.23,0.57
中证基建,930608,2021-04-20,8324.34,8251.07,8324.34,8244.81,12271697,11729647360.0,0.95,-1.09,-90.71,0.5
中证基建,930608,2021-04-21,8237.71,8225.04,8250.49,8191.15,14874249,13298171648.0,0.72,-0.32,-26.03,0.61
中证基建,930608,2021-04-22,8222.95,8164.33,8232.84,8149.67,13217171,11695689728.0,1.01,-0.74,-60.71,0.54
中证基建,930608,2021-04-23,8162.1,8167.01,8188.04,8132.65,12841110,13536691200.0,0.68,0.03,2.68,0.53
中证基建,930608,2021-04-26,8155.03,8044.25,8189.75,8038.72,13657266,13906647040.0,1.85,-1.5,-122.76,0.56
中证基建,930608,2021-04-27,8034.41,7992.67,8036.46,7925.48,12237929,11726812928.0,1.38,-0.64,-51.58,0.5
中证基建,930608,2021-04-28,7988.39,8027.69,8035.5,7963.53,11592708,10295048704.0,0.9,0.44,35.02,0.48
中证基建,930608,2021-04-29,8044.34,8067.77,8075.71,8010.38,12241673,10714772224.0,0.81,0.5,40.08,0.5
中证基建,930608,2021-04-30,8079.19,7988.99,8090.85,7954.53,15516989,13520921600.0,1.69,-0.98,-78.78,0.64
中证基建,930608,2021-05-06,8009.64,7995.1,8053.58,7970.96,12913610,12185300992.0,1.03,0.08,6.11,0.53
中证基建,930608,2021-05-07,8019.56,8004.93,8087.71,7988.23,15394543,13528734720.0,1.24,0.12,9.83,0.63
中证基建,930608,2021-05-10,7993.51,7955.86,7993.51,7886.56,15410005,13916311808.0,1.34,-0.61,-49.07,0.63
中证基建,930608,2021-05-11,7906.27,7919.73,7921.91,7796.45,14442722,13969838336.0,1.58,-0.45,-36.13,0.59
中证基建,930608,2021-05-12,7877.79,7902.81,7909.94,7836.14,11409361,10662522368.0,0.93,-0.21,-16.92,0.47
中证基建,930608,2021-05-13,7841.57,7870.66,7919.31,7835.14,13504450,13278149120.0,1.07,-0.41,-32.15,0.55
中证基建,930608,2021-05-14,7873.39,7970.23,7970.6,7862.4,14068108,14770319872.0,1.37,1.27,99.57,0.58
中证基建,930608,2021-05-17,7961.56,7982.34,8038.58,7949.82,13704307,14663328512.0,1.11,0.15,12.11,0.56
中证基建,930608,2021-05-18,7987.06,7964.08,7987.06,7929.4,9312449,9048970752.0,0.72,-0.23,-18.26,0.38
中证基建,930608,2021-05-19,7952.92,7915.94,7972.17,7904.2,10285218,10441038080.0,0.85,-0.6,-48.14,0.42
中证基建,930608,2021-05-20,7918.9,7888.54,7949.49,7860.83,12151908,12013126912.0,1.12,-0.35,-27.4,0.5
中证基建,930608,2021-05-21,7872.86,7834.88,7880.88,7826.06,10825936,11070851584.0,0.69,-0.68,-53.66,0.44
中证基建,930608,2021-05-24,7835.42,7865.47,7867.05,7800.4,10456555,10659757312.0,0.85,0.39,30.59,0.43
中证基建,930608,2021-05-25,7862.16,7919.19,7925.65,7796.02,13005590,13012230144.0,1.65,0.68,53.72,0.53
中证基建,930608,2021-05-26,7927.74,7978.89,8009.23,7925.25,14169125,16025959424.0,1.06,0.75,59.7,0.58
中证基建,930608,2021-05-27,7965.68,7998.38,8001.54,7924.5,13500008,14381956608.0,0.97,0.24,19.49,0.55
中证基建,930608,2021-05-28,8000.69,7923.47,8004.76,7897.94,11955077,12484491008.0,1.34,-0.94,-74.91,0.49
中证基建,930608,2021-05-31,7925.36,7893.09,7926.0,7863.72,11270970,11431249408.0,0.79,-0.38,-30.38,0.46
中证基建,930608,2021-06-01,7894.22,7964.82,7965.93,7869.66,12645250,15213649408.0,1.22,0.91,71.73,0.52
中证基建,930608,2021-06-02,7973.54,7915.35,7983.57,7899.52,12459436,13353223168.0,1.06,-0.62,-49.47,0.51
中证基建,930608,2021-06-03,7913.88,7891.96,7939.95,7887.83,11852031,11088963584.0,0.66,-0.3,-23.39,0.49
中证基建,930608,2021-06-04,7863.98,7848.3,7889.29,7822.87,13270171,12872930048.0,0.84,-0.55,-43.66,0.54
中证基建,930608,2021-06-07,7845.97,7870.81,7871.63,7837.32,12634232,11239291904.0,0.44,0.29,22.51,0.52
中证基建,930608,2021-06-08,7871.3,7851.83,7872.81,7824.65,11870632,10728888320.0,0.61,-0.24,-18.98,0.49
中证基建,930608,2021-06-09,7841.52,7830.51,7849.68,7813.22,10528666,9231045376.0,0.46,-0.27,-21.32,0.43
中证基建,930608,2021-06-10,7833.05,7817.12,7860.8,7816.25,13211287,13391929856.0,0.57,-0.17,-13.39,0.54
中证基建,930608,2021-06-11,7816.63,7768.75,7820.13,7754.22,17243614,16786430208.0,0.84,-0.62,-48.37,0.71
中证基建,930608,2021-06-15,7761.26,7663.69,7761.26,7631.02,13932250,12180420352.0,1.68,-1.35,-105.06,0.57
中证基建,930608,2021-06-16,7649.59,7671.38,7743.16,7633.99,15321390,12710878976.0,1.42,0.1,7.69,0.63
中证基建,930608,2021-06-17,7664.69,7630.11,7678.83,7620.98,12062373,10318561792.0,0.75,-0.54,-41.27,0.5
中证基建,930608,2021-06-18,7626.82,7655.76,7655.76,7579.76,13110352,12385628672.0,1.0,0.34,25.65,0.54
中证基建,930608,2021-06-21,7641.44,7643.17,7672.19,7623.8,11401198,10084826112.0,0.63,-0.16,-12.59,0.47
