日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2016-03-10,=1370.2640,=1515.6400,=726936140327.5000,=556522647249,=148653163644.4400,=1.1087,=0.1073,=1.5498,=1.2818,=1.1688
2016-03-09,=1399.5590,=1548.0400,=747351265868.6001,=572490895337,=152078876316.6800,=1.1398,=0.1420,=1.5498,=1.2820,=1.1729
2016-03-08,=1476.1730,=1632.7800,=782412399349.8002,=598422421741,=159912365794.1400,=1.1933,=0.2343,=1.5498,=1.2831,=1.1793
2016-03-07,=1503.9230,=1663.4800,=791988735464.8000,=606236030197,=162732411056.1200,=1.2075,=0.2471,=1.5498,=1.2841,=1.1793
2016-03-04,=1473.1530,=1629.4400,=779467266468.7001,=596893945074,=159614099686.5600,=1.1884,=0.2254,=1.5498,=1.2846,=1.1793
2016-03-03,=1481.0520,=1638.1800,=777858921895.7000,=596407305014,=160186371305.8100,=1.1859,=0.2209,=1.5544,=1.2851,=1.1729
2016-03-02,=1488.9490,=1646.9200,=783428879367.7001,=600855569299,=161183693415.2301,=1.1944,=0.2281,=1.5544,=1.2857,=1.1729
2016-03-01,=1411.6510,=1561.4200,=744166413394.8999,=571050612187,=153028313406.6900,=1.1345,=0.1412,=1.5544,=1.2863,=1.1729
2016-02-29,=1382.8760,=1529.5900,=729730535528.7999,=560812221397,=150019847139.7900,=1.1125,=0.1183,=1.5544,=1.2885,=1.1793
2016-02-26,=1395.5270,=1543.5800,=727074242464.0001,=558236766146,=150912105860.0300,=1.1085,=0.1071,=1.5544,=1.2908,=1.1820
2016-02-25,=1333.4070,=1474.8700,=697428516329.9000,=535907766287,=144444647885.5500,=1.0633,=0.0419,=1.5630,=1.2916,=1.1820
2016-02-24,=1437.2380,=1589.7200,=750733530320,=576065223741,=155514723437.6301,=1.1445,=0.1386,=1.5630,=1.2925,=1.1847
2016-02-23,=1435.7950,=1588.1200,=748203727123.3999,=573676509761,=155397191768.3300,=1.1407,=0.1273,=1.5630,=1.2940,=1.1890
2016-02-22,=1418.1420,=1568.6000,=737973767907.5000,=566103096229,=153536505857.7800,=1.1251,=0.1220,=1.5630,=1.2954,=1.2043
2016-02-19,=1358.4800,=1502.6100,=711742511523.1000,=545309891134,=147247600400.7200,=1.0851,=0.0675,=1.5630,=1.2965,=1.2107
2016-02-18,=1363.3810,=1508.0300,=715041429517.2000,=547882969796,=147808530582.1700,=1.0901,=0.0864,=1.5631,=1.2976,=1.2107
2016-02-17,=1357.9960,=1502.0700,=713392207651.2000,=546162403826,=147264151732.4500,=1.0876,=0.0683,=1.5631,=1.2980,=1.2175
2016-02-16,=1343.3340,=1485.8500,=706840806282.2001,=540656513916,=145661233606.9400,=1.0776,=0.0563,=1.5631,=1.2983,=1.2191
2016-02-15,=1297.5380,=1435.2000,=685265469128.2999,=523518578420,=140232250371.9500,=1.0445,=0.0126,=1.5631,=1.2985,=1.2203
2016-02-05,=1294.3400,=1431.6600,=685392419628.2001,=518724055207,=139995136806.6400,=1.0447,=0.0127,=1.5631,=1.2986,=1.2217
2016-02-04,=1296.2120,=1433.7300,=687590252658.1000,=520274209147,=140230292255.1500,=1.0481,=0.0127,=1.5721,=1.2993,=1.2217
2016-02-03,=1280.4020,=1416.2400,=679951205250.2000,=514124977634,=138542669771.9600,=1.0364,=0.0064,=1.5721,=1.2999,=1.2224
2016-02-02,=1303.3370,=1441.6100,=691192322659.2000,=523610404287,=141037932729.2600,=1.0536,=0.0065,=1.5721,=1.3001,=1.2234
2016-02-01,=1277.9930,=1413.5800,=679058951537.7000,=515891720913,=138415715282.6300,=1.0351,=0,=1.5721,=1.3003,=1.2264
2016-01-29,=1336.7210,=1478.5400,=706757786869.4000,=537217238878,=144561610731.2300,=1.0773,=0.0131,=1.5721,=1.3012,=1.2265
2016-01-28,=1305.9470,=1444.5000,=689020476875.1000,=526627167106,=141331814679.6300,=1.0541,=0,=1.5775,=1.3021,=1.2265
2016-01-27,=1366.6010,=1511.5900,=712131988928.7999,=543011164444,=147383450803.8500,=1.0894,=0.0132,=1.5775,=1.3040,=1.2270
2016-01-26,=1333.0720,=1474.5000,=696837481673.3999,=529924514293,=143789580361.2600,=1.0660,=0,=1.5775,=1.3060,=1.2306
2016-01-25,=1442.9120,=1595.9900,=751489667732.8000,=570384321934,=155495819338.3899,=1.1496,=0.0537,=1.5775,=1.3061,=1.2311
2016-01-22,=1395.8270,=1543.9100,=731668246089.2999,=555056587966,=150629573465.5900,=1.1193,=0.0270,=1.5775,=1.3062,=1.2316
2016-01-21,=1348.0340,=1491.0500,=706075354760.4999,=535937923430,=145393063448.1800,=1.0802,=0,=1.5985,=1.3069,=1.2316
2016-01-20,=1374.0720,=1519.8500,=718915086263.6000,=545424448876,=148086819639.3700,=1.0998,=0.0068,=1.5985,=1.3076,=1.2335
2016-01-19,=1401.1120,=1549.7600,=732406110883.8999,=556385564080,=150976428436.3200,=1.1204,=0.0138,=1.5985,=1.3091,=1.2335
2016-01-18,=1361.2920,=1505.7100,=712379847414.6000,=541789517801,=146716188621.7400,=1.0898,=0,=1.5985,=1.3107,=1.2338
2016-01-15,=1391.8660,=1539.5300,=725999676695.9000,=554073956678,=150066967261.2900,=1.1106,=0,=1.5985,=1.3123,=1.2349
2016-01-14,=1472.6530,=1628.8900,=766690297939.4000,=583681915629,=158631006043.4301,=1.1729,=0.0423,=1.6082,=1.3139,=1.2349
