日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2021-08-05,=5217.2715,=5669,=2617200060022.5698,=2118031286183,=1418916235544.5142,=6.4289,=1,=3.6132,=2.2916,=1.9229
2021-08-04,=5185.8090,=5634.8100,=2591244910150.8408,=2101572378180,=1408699444963.1216,=6.3651,=1,=3.6132,=2.2906,=1.9227
2021-08-03,=4827.1769,=5245.1300,=2409062835582.0098,=1953525187924,=1309985495320.6335,=5.9176,=0.9910,=3.6048,=2.2897,=1.9227
2021-08-02,=5062.0704,=5500.3600,=2520662748365.6294,=2036631120069,=1362666109686.5779,=6.1943,=1,=3.6032,=2.2868,=1.9227
2021-07-30,=5022.7584,=5457.6400,=2489556925628.2300,=2014552795942,=1351119182008.7488,=6.1179,=1,=3.6029,=2.2839,=1.9227
2021-07-29,=4866.9410,=5288.3400,=2436456308274.0796,=1974823551451,=1327882491182.4729,=5.9874,=1,=3.6001,=2.2767,=1.9227
2021-07-28,=4455.5190,=4841.2900,=2244256816376.9604,=1822039639819,=1223913801045.0007,=5.5151,=0.9873,=3.6001,=2.2694,=1.9218
2021-07-27,=4478.2948,=4866.0400,=2249786445027.8599,=1827120196524,=1223489839282.4153,=5.5287,=0.9909,=3.5996,=2.2624,=1.9218
2021-07-26,=4784.0711,=5198.2900,=2402108033202.1997,=1943752836135,=1304292690395.9497,=5.9030,=0.9964,=3.5995,=2.2553,=1.9218
2021-07-23,=4816.8582,=5233.9200,=2432571285289.7500,=1964184308769,=1322105065853.3911,=5.9799,=1,=3.5981,=2.2544,=1.9218
2021-07-22,=4781.3178,=5194.9900,=2418943865921.3799,=1954319260185,=1318302967837.5583,=5.9418,=1,=3.5958,=2.2534,=1.9218
2021-07-21,=4670.2906,=5074.3500,=2362388542501.9297,=1917342038363,=1293677494872.5144,=5.8075,=1,=3.5958,=2.2441,=1.9208
