日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2021-12-10,=8722.4189,=10920.8400,=1793712638522.3196,=1429784116339,=764634346054.0902,=1.1372,=0.1825,=1.9774,=1.4246,=1.1472
2021-12-09,=8797.9622,=11015.4300,=1812207434829.3201,=1445440110474,=772899161818.6002,=1.1489,=0.2022,=1.9777,=1.4248,=1.1472
2021-12-08,=8828.3713,=11053.5000,=1819530887673.8103,=1449070677313,=774810406491.3501,=1.1535,=0.2140,=1.9777,=1.4256,=1.1472
2021-12-07,=8865.0980,=11099.4800,=1831746333059.9204,=1458266747264,=779778710710.2402,=1.1613,=0.2276,=1.9777,=1.4264,=1.1472
2021-12-06,=8703.9438,=10897.7100,=1791316992516.8401,=1424784559759,=761379816367.7000,=1.1356,=0.1823,=1.9777,=1.4283,=1.1472
2021-12-03,=8794.3486,=11010.9000,=1808360928994.9695,=1437511771298,=767243828495.3699,=1.1465,=0.1984,=1.9777,=1.4302,=1.1477
2021-12-02,=8605.7598,=10774.7800,=1767803317517.2700,=1411122590617,=753318292983.4700,=1.1207,=0.1580,=1.9785,=1.4304,=1.1477
2021-12-01,=8436.2554,=10562.5500,=1729503874103.5400,=1377454452871,=739117352925.0101,=1.0965,=0.1181,=1.9785,=1.4306,=1.1483
2021-11-30,=8354.4475,=10460.1300,=1713621520091.9304,=1363655626329,=732163104217.5303,=1.0864,=0.1015,=1.9785,=1.4308,=1.1485
2021-11-29,=8277.0902,=10363.2700,=1699016676022.8103,=1353549539380,=726736057336.0400,=1.0771,=0.0813,=1.9785,=1.4311,=1.1489
2021-11-26,=8234.2699,=10309.6600,=1690804738811.7700,=1352149067220,=725756093746.6698,=1.0719,=0.0696,=1.9785,=1.4317,=1.1492
2021-11-25,=8300.0822,=10392.0600,=1705912012219.1704,=1362840087425,=731222766261.2600,=1.0815,=0.0906,=1.9791,=1.4323,=1.1492
2021-11-24,=8261.7593,=10344.0800,=1695256749549.4995,=1355358755452,=727576636660.4900,=1.0747,=0.0759,=1.9791,=1.4332,=1.1497
2021-11-23,=8314.4876,=10410.1000,=1706741542016.0200,=1365439136280,=733032958049.5300,=1.0820,=0.0907,=1.9791,=1.4340,=1.1497
2021-11-22,=8236.9669,=10313.0400,=1688065894474.9700,=1348773066771,=723701363756.4304,=1.0702,=0.0655,=1.9791,=1.4340,=1.1499
2021-11-19,=8198.5933,=10264.9900,=1680208485798.2002,=1341157058299,=719870793667.4000,=1.0652,=0.0501,=1.9791,=1.4340,=1.1499
2021-11-18,=8146.2042,=10199.4000,=1669293093884.1201,=1332071428080,=714982216035.6600,=1.0583,=0.0328,=1.9792,=1.4343,=1.1499
2021-11-17,=8178.6203,=10239.9800,=1676365708594.0503,=1337876772496,=719004236666.3898,=1.0628,=0.0415,=1.9792,=1.4346,=1.1501
2021-11-16,=8128.8870,=10177.7200,=1666816871335.1299,=1329687869709,=714819470929.6201,=1.0567,=0.0291,=1.9792,=1.4367,=1.1504
2021-11-15,=8217.4121,=10288.5500,=1686867728274.3298,=1345091332079,=722204669754.7200,=1.0694,=0.0607,=1.9792,=1.4387,=1.1505
2021-11-12,=8218.5076,=10289.9300,=1687650229243.3501,=1346140143659,=722151073377.8102,=1.0699,=0.0608,=1.9792,=1.4391,=1.1507
2021-11-11,=8229.9604,=10304.2600,=1693522954851.6899,=1350949076376,=724497066790.9500,=1.0736,=0.0664,=1.9820,=1.4395,=1.1507
2021-11-10,=8160.7264,=10217.5800,=1676389542197.6599,=1336653483336,=716155946798.3400,=1.0628,=0.0410,=1.9820,=1.4395,=1.1507
2021-11-09,=8189.5519,=10252.7900,=1683578960505.1003,=1342741190317,=719879094656.8003,=1.0673,=0.0534,=1.9820,=1.4396,=1.1510
2021-11-08,=8162.1173,=10218.4500,=1680431407407.1003,=1341264941026,=719986528609.0300,=1.0653,=0.0485,=1.9820,=1.4396,=1.1515
2021-11-05,=8124.4346,=10171.2700,=1673136988984.9900,=1334991289768,=717847358848.9100,=1.0607,=0.0367,=1.9820,=1.4397,=1.1520
2021-11-04,=8280.7595,=10366.9800,=1700754344666.5305,=1355000070579,=727636857838.8600,=1.0782,=0.0765,=1.9831,=1.4401,=1.1520
2021-11-03,=8244.7875,=10321.9400,=1694932536371.5996,=1349396262597,=724762448645.4198,=1.0745,=0.0679,=1.9831,=1.4405,=1.1523
2021-11-02,=8199.8945,=10265.7400,=1685903949464.5400,=1341780916396,=720789471290.1501,=1.0688,=0.0567,=1.9831,=1.4408,=1.1528
2021-11-01,=8410.7649,=10529.7400,=1729898454399.3501,=1376347168262,=739550866123.4299,=1.0967,=0.1066,=1.9831,=1.4411,=1.1529
2021-10-29,=8361.3127,=10467.8200,=1721597534404.5598,=1368972306040,=727579860396.0229,=1.1188,=0.1410,=1.9831,=1.4416,=1.1531
2021-10-28,=8305.5792,=10398.0500,=1706288898409.5403,=1359019565686,=718826966509.3962,=1.1154,=0.1317,=1.9847,=1.4421,=1.1531
2021-10-27,=8462.9255,=10595.0400,=1740800030794.3098,=1391375862213,=735685820382.2269,=1.1416,=0.1749,=1.9847,=1.4436,=1.1535
2021-10-26,=8577.6939,=10738.7200,=1763409992457.3000,=1409641133462,=746157131930.6179,=1.1583,=0.2075,=1.9847,=1.4450,=1.1537
2021-10-25,=8502.7990,=10644.9600,=1750426206066.2295,=1401884975701,=741695710590.6322,=1.1499,=0.1914,=1.9847,=1.4453,=1.1537
2021-10-22,=8388.9205,=10502.3900,=1727447475306.8501,=1385682694882,=734774120112.0641,=1.1349,=0.1683,=1.9847,=1.4456,=1.1538
2021-10-21,=8437.6350,=10563.3800,=1735820852456.4800,=1388358297397,=735437613735.5831,=1.1406,=0.1728,=1.9854,=1.4456,=1.1538
2021-10-20,=8473.0221,=10607.5400,=1741508727672.5703,=1393501096272,=738986765309.4248,=1.1445,=0.1805,=1.9854,=1.4457,=1.1545
2021-10-19,=8527.1562,=10675.3100,=1753976118440.0105,=1401945785211,=744007168972.8257,=1.1528,=0.1956,=1.9854,=1.4470,=1.1546
2021-10-18,=8436.3544,=10561.6400,=1737158724073.4500,=1386025604844,=736123507896.0990,=1.1417,=0.1744,=1.9854,=1.4483,=1.1546
2021-10-15,=8330.0402,=10428.5400,=1721357376640.6399,=1374261715071,=729989756918.7773,=1.1314,=0.1638,=1.9854,=1.4484,=1.1556
2021-10-14,=8386.9804,=10499.8200,=1732837450905.3896,=1383652670352,=735695151798.0409,=1.1389,=0.1696,=1.9868,=1.4486,=1.1556
2021-10-13,=8350.0713,=10453.6200,=1726714336930.3396,=1378119152330,=732032159302.9653,=1.1349,=0.1678,=1.9868,=1.4514,=1.1562
2021-10-12,=8375.6687,=10485.6600,=1732634316088.6001,=1380190003830,=733582379258.2781,=1.1388,=0.1686,=1.9868,=1.4542,=1.1563
2021-10-11,=8572.0533,=10731.5200,=1771694798745.2600,=1416105962838,=750549956142.0178,=1.1644,=0.2121,=1.9868,=1.4546,=1.1563
2021-10-08,=8771.5754,=10981.3100,=1811498099135.5403,=1442761065364,=765752502251.5391,=1.1906,=0.2594,=1.9868,=1.4549,=1.1563
2021-09-30,=8860.5856,=11092.7400,=1828249733787.6704,=1449540892774,=768582935538.7137,=1.2016,=0.2804,=1.9870,=1.4550,=1.1563
2021-09-29,=8759.8030,=10966.5700,=1810388588641.4304,=1433065958230,=759725045019.5641,=1.1899,=0.2579,=1.9870,=1.4551,=1.1563
2021-09-28,=8884.9439,=11123.2300,=1832032676159.7104,=1457997343645,=770467107424.4849,=1.2041,=0.2826,=1.9870,=1.4568,=1.1563
2021-09-27,=8725.7689,=10923.9600,=1755079858480.0295,=1465080782888,=781417606468.4832,=1.1951,=0.2702,=1.9870,=1.4585,=1.1563
2021-09-24,=9153.9818,=11460.0500,=1842687343941.2400,=1537399425268,=816066624412.4869,=1.2548,=0.3468,=1.9870,=1.4598,=1.1563
2021-09-23,=9414.5298,=11785.2800,=1896838982272.0500,=1581423905216,=837428825556.3574,=1.2915,=0.4115,=1.9873,=1.4611,=1.1562
2021-09-22,=9242.1329,=11569.4700,=1862898981195.2505,=1555104432685,=822842824771.4249,=1.2705,=0.3738,=1.9873,=1.4617,=1.1562
2021-09-17,=9085.2617,=11373.1000,=1833468463070.2400,=1531753858299,=814125857295.6532,=1.2504,=0.3373,=1.9873,=1.4623,=1.1562
2021-09-16,=9158.2546,=11464.4700,=1848264643489.4705,=1544243594183,=821255157066.7629,=1.2605,=0.3572,=1.9873,=1.4623,=1.1562
2021-09-15,=9281.4434,=11618.6800,=1869640567635.9104,=1563012330036,=829842594394.7378,=1.2750,=0.3809,=1.9873,=1.4624,=1.1562
2021-09-14,=9328.3616,=11677.4100,=1883154347994.0095,=1574001746299,=834655436604.0081,=1.2843,=0.3932,=1.9883,=1.4627,=1.1556
2021-09-13,=9624.2406,=12047.8000,=1945190128818.1201,=1625181887982,=858870219012.3430,=1.3266,=0.4372,=1.9883,=1.4630,=1.1556
2021-09-10,=9636.5765,=12063.2400,=1948882763052.3799,=1628157669271,=863129726534.1975,=1.3291,=0.4387,=1.9883,=1.4631,=1.1556
2021-09-09,=9740.5779,=12193.4300,=1972026559041.3210,=1646561906890,=870739910423.3254,=1.3449,=0.4460,=1.9883,=1.4632,=1.1556
2021-09-08,=9569.8755,=11979.7400,=1930406802065.5403,=1614508479195,=858316485707.1210,=1.3172,=0.4317,=1.9883,=1.4643,=1.1556
2021-09-07,=9558.8965,=11966,=1931171128024.1597,=1616547318100,=861262503081.4633,=1.3177,=0.4319,=1.9888,=1.4655,=1.1546
2021-09-06,=9380.4871,=11742.6600,=1896372989781.8899,=1589222912862,=848772220961.0482,=1.2939,=0.4163,=1.9888,=1.4666,=1.1546
2021-09-03,=9194.2018,=11509.4700,=1837504241846.8799,=1553598181320,=830567692008.4760,=1.2624,=0.3637,=1.9888,=1.4678,=1.1546
2021-09-02,=9392.2023,=11757.3300,=1874719174831.2092,=1585291396306,=847156843352.9419,=1.2879,=0.4015,=1.9888,=1.4683,=1.1546
2021-09-01,=9096.0891,=11386.6500,=1817926773952.5295,=1539306432142,=826645448152.6343,=1.2489,=0.3380,=1.9888,=1.4688,=1.1546
2021-08-31,=8743.6723,=10945.4900,=1738403338872.7000,=1471630736535,=788649954670.8884,=1.1943,=0.2699,=1.9893,=1.4690,=1.1546
2021-08-30,=8500.9829,=10641.6900,=1687747536713.9502,=1429071312962,=765662290431.3254,=1.1701,=0.2267,=1.9893,=1.4693,=1.1546
2021-08-27,=8595.2337,=10759.6700,=1712836464998.1902,=1450062077142,=777703120957.0187,=1.1913,=0.2633,=1.9893,=1.4695,=1.1546
2021-08-26,=8459.6340,=10589.9200,=1685024838585.9497,=1426580037380,=766066031177.9766,=1.1730,=0.2327,=1.9893,=1.4698,=1.1546
2021-08-25,=8427.4955,=10549.6900,=1676336100963.7400,=1417731787161,=762076416386.0490,=1.1672,=0.2194,=1.9893,=1.4722,=1.1546
2021-08-24,=8305.0522,=10396.4200,=1653973365554.1101,=1400454524342,=757246498058.9092,=1.1523,=0.1959,=1.9897,=1.4745,=1.1545
2021-08-23,=8330.8642,=10428.7300,=1660813081982.1104,=1406619757251,=762211702087.9441,=1.1574,=0.2044,=1.9897,=1.4749,=1.1546
2021-08-20,=8212.2226,=10280.2100,=1638355597741.9800,=1386030960427,=749292545766.7814,=1.1418,=0.1756,=1.9897,=1.4752,=1.1546
2021-08-19,=8238.4507,=10311.9500,=1645433956549.3701,=1391713962245,=751904033499.0826,=1.1472,=0.1847,=1.9897,=1.4755,=1.1546
