日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2022-12-15,=2875.8830,=3233.9500,=930237306076.7996,=758807912982,=503053663089.8900,=3.4006,=0.3108,=4.5333,=3.7410,=3.1829
2022-12-14,=2900.4184,=3261.5400,=940244054851.7400,=766758366966,=507922139214.7700,=3.4372,=0.3392,=4.5337,=3.7412,=3.1819
2022-12-13,=2902.4888,=3263.8600,=939117019194.7697,=765760904079,=506991137646.1298,=3.4331,=0.3333,=4.5337,=3.7415,=3.1819
2022-12-12,=2829.3446,=3181.6100,=916452797483.4502,=747972160977,=493632597115.3701,=3.3502,=0.2709,=4.5337,=3.7416,=3.1819
2022-12-09,=2861.7846,=3218.0900,=887688642064.3901,=705072655245,=467946275593.3600,=3.4744,=0.3614,=4.5337,=3.7417,=3.1819
2022-12-08,=2878.9157,=3237.3600,=890381064287.1499,=707534853871,=469621481629.6400,=3.4859,=0.3683,=4.5337,=3.7422,=3.1819
2022-12-07,=2973.4042,=3343.6100,=915438118888.3898,=727327638196,=483353720796.7000,=3.5840,=0.4162,=4.5348,=3.7427,=3.1814
2022-12-06,=2931.1101,=3296.0500,=906634776684.7898,=720454566481,=478529102550.5300,=3.5495,=0.3931,=4.5348,=3.7428,=3.1814
2022-12-05,=2922.2039,=3286.0300,=901839449393.2898,=716476984492,=476376845088.3099,=3.5307,=0.3850,=4.5348,=3.7430,=3.1814
2022-12-02,=2923.2267,=3287.1800,=899674120792.0897,=715043266936,=475122553389.9099,=3.5223,=0.3824,=4.5348,=3.7436,=3.1814
2022-12-01,=2882.2230,=3241.0700,=886008669342.7200,=704489018201,=467111000517.6300,=3.4688,=0.3582,=4.5348,=3.7441,=3.1814
2022-11-30,=2842.8738,=3196.8300,=877016426230.2598,=696566294235,=462564826301.3701,=3.4336,=0.3361,=4.5363,=3.7448,=3.1811
2022-11-29,=2824.9790,=3176.7000,=869008314739.2300,=691217571148,=457563316544.2900,=3.4022,=0.3129,=4.5363,=3.7456,=3.1811
2022-11-28,=2801.1179,=3149.8700,=859492785570.8398,=684478480588,=452745255748.5501,=3.3650,=0.2841,=4.5363,=3.7457,=3.1811
2022-11-25,=2817.6095,=3166.6400,=865949054156.1599,=688697527002,=456022979843.3101,=3.3816,=0.2954,=4.5363,=3.7458,=3.1811
2022-11-24,=2801.4156,=3148.4400,=858316461242.2001,=683679047021,=452122053382.9300,=3.3518,=0.2738,=4.5363,=3.7463,=3.1811
2022-11-23,=2792.8702,=3138.8400,=856868165094.0099,=682183587547,=450855736331.2802,=3.3461,=0.2718,=4.5364,=3.7469,=3.1810
2022-11-22,=2822.3777,=3172,=867529956402.7900,=690311214815,=456613424440.3500,=3.3877,=0.3026,=4.5364,=3.7469,=3.1810
2022-11-21,=2870.5042,=3226.0900,=878618979813.7101,=698973301429,=461914734872.7001,=3.4310,=0.3313,=4.5364,=3.7469,=3.1810
2022-11-18,=2871.8941,=3227.6500,=879536837235.3502,=700189093983,=462916553998.9700,=3.4346,=0.3348,=4.5364,=3.7471,=3.1810
2022-11-17,=2912.4934,=3273.2800,=893893479562.1899,=710467533654,=470547668288.4600,=3.4907,=0.3686,=4.5364,=3.7472,=3.1810
2022-11-16,=2870.6769,=3226.2900,=885321401325.4202,=703242356680,=465984736844.0001,=3.4572,=0.3481,=4.5382,=3.7473,=3.1802
2022-11-15,=2898.8686,=3257.9700,=892737314798.6400,=708849127661,=470550672044.6500,=3.4862,=0.3656,=4.5382,=3.7473,=3.1802
2022-11-14,=2894.8404,=3253.4400,=890079898977.2100,=706755276530,=469602791828.5399,=3.4758,=0.3591,=4.5382,=3.7480,=3.1802
2022-11-11,=2886.1855,=3243.7200,=891585797696.6997,=708222880832,=470467203407.7801,=3.4817,=0.3638,=4.5382,=3.7487,=3.1802
2022-11-10,=2863.3203,=3218.0200,=883940554308.3802,=701891801304,=466712077875.7600,=3.4518,=0.3460,=4.5382,=3.7496,=3.1802
2022-11-09,=2834.8446,=3186.0100,=877415901040.4399,=696548610329,=462757395072.5200,=3.4263,=0.3266,=4.5423,=3.7504,=3.1796
2022-11-08,=2876.9037,=3233.2800,=890451465229.5800,=707176699076,=470296823844.7400,=3.4772,=0.3599,=4.5423,=3.7515,=3.1796
2022-11-07,=2888.8882,=3246.7500,=899274587145.2603,=713814307728,=475015716490.3300,=3.5117,=0.3713,=4.5423,=3.7526,=3.1796
2022-11-04,=2854.0468,=3207.5900,=888671911080.3800,=705502248252,=469062475762.3300,=3.4703,=0.3553,=4.5423,=3.7526,=3.1796
2022-11-03,=2827.6888,=3177.9700,=877755844431.7098,=696912577017,=462840227656.3200,=3.4277,=0.3285,=4.5423,=3.7526,=3.1796
2022-11-02,=2823.7329,=3173.5300,=881127252304.1802,=699655011969,=464889855771.4101,=3.4408,=0.3393,=4.5431,=3.7530,=3.1788
2022-11-01,=2809.8161,=3157.8900,=878137877727.2000,=697692476040,=463098671823.8398,=3.4292,=0.3305,=4.5431,=3.7535,=3.1788
2022-10-31,=2708.1506,=3043.6300,=846292739740.4199,=672630998492,=446870574913.2701,=3.3048,=0.2507,=4.5431,=3.7543,=3.1788
