日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2021-12-02,=13311.0600,=15337.4400,=4451883108308.8320,=3665098710772,=2330352335718.6895,=4.8505,=0.6900,=5.4714,=4.3884,=3.9396
2021-12-01,=13467.9200,=15518.1800,=4499951958422.6982,=3704822558655,=2359439570602.0200,=4.9029,=0.6985,=5.4714,=4.3883,=3.9396
2021-11-30,=13616.1300,=15688.9500,=4551483621077.0078,=3743047809020,=2384562450401.7705,=4.9591,=0.7110,=5.4724,=4.3882,=3.9387
2021-11-29,=13660.0300,=15739.5400,=4564567772507.6787,=3754575383764,=2390736137338.6597,=4.9733,=0.7129,=5.4724,=4.3881,=3.9387
2021-11-26,=13641.0700,=15717.6900,=4561051217731.1006,=3750936882670,=2385414075534.5903,=4.9696,=0.7128,=5.4724,=4.3881,=3.9387
2021-11-25,=13678.6000,=15760.9300,=4579019558521.0801,=3764346870230,=2388630021759.8291,=4.9891,=0.7153,=5.4724,=4.3881,=3.9387
2021-11-24,=13519.5400,=15577.6600,=4527994048247.2988,=3722718447701,=2360064847192.3301,=4.9335,=0.7073,=5.4724,=4.3881,=3.9387
2021-11-23,=13416.6200,=15459.0700,=4500849459162.2012,=3698789235012,=2340456306279.0996,=4.9040,=0.7009,=5.4784,=4.3880,=3.9381
2021-11-22,=13383.0100,=15420.3400,=4495055942318.6914,=3690831461052,=2334445952198.3999,=4.8977,=0.6981,=5.4784,=4.3878,=3.9381
2021-11-19,=13487.6600,=15540.9200,=4530226712331.7490,=3720192045645,=2353030872422.9502,=4.9360,=0.7073,=5.4784,=4.3876,=3.9381
2021-11-18,=13491.3100,=15545.1400,=4534092072726.8301,=3722077289105,=2353597014968.7397,=4.9402,=0.7079,=5.4784,=4.3872,=3.9381
2021-11-17,=13777.9900,=15875.4500,=4623902203224.3115,=3797513924144,=2403894115616.1597,=5.0380,=0.7201,=5.4784,=4.3867,=3.9381
2021-11-16,=13786.4200,=15885.1700,=4626581414213.3799,=3799388899055,=2403912459066.8003,=5.0410,=0.7207,=5.4824,=4.3866,=3.9379
2021-11-15,=13441.6300,=15487.8900,=4509766660584.0508,=3710664107115,=2342299391987.6294,=4.9137,=0.7046,=5.4824,=4.3865,=3.9379
